anio,conglome,vivienda,hogar,codperso,p207,p207_label,p208a,p301a,p301a_label,p301a1,p301a1_label,p505r4,p505r4_label,txt505,txt505b,p506r4,p506r4_label,txt506,p507,p507_label,p510,p510_label,txt505_clean,txt505b_clean,txt506_clean,texto_final,texto_concatenado,label_id,predicted_label,true_label,confidence
2022,019077,032,11,01,1,hombre,53,6.0,secundaria completa,,,8131,operadores de plantas y máquinas de productos químicos,EXPLOSIVISTA,PREPARAR CARGAR Y DETONAR MINADO PARA EXTRACCION DE MINERAL,0729,extracción de otros minerales metalíferos no ferrosos,EXCAVACION EXPLOTACION MINERA PLOMO ZINC PLATA,4.0,obrero,6.0,empresa o patrono privado,explosivista,preparar cargar y detonar minado para extracción de mineral,excavación explotacion minera plomo zinc plata,explosivista preparar cargar y detonar minado para extracción de mineral excavación explotacion minera plomo zinc plata,"explosivista preparar cargar y detonar minado para extracción de mineral excavación explotacion minera plomo zinc plata , edad: 53 años , educación: secundaria completa , desempeño: obrero",289.0,8111,8131,0.78804284
2023,019396,108,11,01,2,mujer,62,3.0,primaria incompleta,,,6122,avicultores y trabajadores calificados de la avicultura,PRODUCTORA PECUARIA,ALIMENTAR AVES DE CORRAL CAPRINO,0146,cría  de  aves de corral,CRIANZA DE AVES DE CORRAL CAPRINO,2.0,trabajador independiente,,<NA>,productora pecuaria,alimentar aves de corral caprino,crianza de aves de corral caprino,productora pecuaria alimentar aves de corral caprino crianza de aves de corral caprino,"productora pecuaria alimentar aves de corral caprino crianza de aves de corral caprino , edad: 62 años , educación: primaria incompleta , desempeño: trabajador independiente",217.0,6121,6122,0.98494846
2024,017712,142,11,04,1,hombre,29,6.0,secundaria completa,,,8321,conductores de motocicletas,DELIVERY DE CHIP DE CELULAR EN MOTO,ENTREGAR CHIP DE CELULAR A CLIENTES,7830,otros suministros de recursos humanos,SERVICIO DE DOTACION PERSONAL DE DELIVERY LOGÍSTICA TRANSPORTE CARGA,4.0,obrero,6.0,empresa o patrono privado,delivery de chip de celular en moto,entregar chip de celular a clientes,servicio de dotación personal de delivery logística transporte carga,delivery de chip de celular en moto entregar chip de celular a clientes servicio de dotación personal de delivery logística transporte carga,"delivery de chip de celular en moto entregar chip de celular a clientes servicio de dotación personal de delivery logística transporte carga , edad: 29 años , educación: secundaria completa , desempeño: obrero",304.0,9621,8321,0.9907849
2023,016635,056,11,04,2,mujer,15,5.0,secundaria incompleta,,,9112,"limpiadores y asistentes de oficinas, hoteles y otros establecimientos",LAVADOR DE PLATO ASISTENTE DE COCINA,LAVAR PLATO SECAR PLATO,5610,restaurantes y servicios móviles de alimentación,PREPARACION Y VENTA COMIDA EN RESTAURANTE,4.0,obrero,6.0,empresa o patrono privado,lavador de plato asistente de cocina,lavar plato secar plato,preparación y venta comida en restaurante,lavador de plato asistente de cocina lavar plato secar plato preparación y venta comida en restaurante,"lavador de plato asistente de cocina lavar plato secar plato preparación y venta comida en restaurante , edad: 15 años , educación: secundaria incompleta , desempeño: obrero",314.0,9412,9112,0.994138
2020,006093,035,11,03,2,mujer,46,10.0,superior universitaria completa,715056.0,tecnologia medica,2254,fisioterapeutas,FISIOTERAPEUTA,DAR TERAPIA  FÍSICA MANUAL A NIÑOS,8610,actividades de hospitales,HOSPITAL  REGIONAL,3.0,empleado,2.0,administración pública,fisioterapeuta,dar terapia física manual a niños,hospital regional,fisioterapeuta dar terapia física manual a niños hospital regional,"fisioterapeuta dar terapia física manual a niños hospital regional , edad: 46 años , educación: superior universitaria completa , desempeño: empleado",53.0,3255,2254,0.37764755
2023,020602,047,11,03,1,hombre,19,5.0,secundaria incompleta,,,7129,otros pintores excepto brocha gorda,PINTOR,PINTAR TANQUE DE AGUA,4330,terminación y acabado de edificios,SERVICIO DE PINTADO DE TANQUE DE AGUA DEL CASERIO,4.0,obrero,6.0,empresa o patrono privado,pintor,pintar tanque de agua,servicio de pintado de tanque de agua del caserio,pintor pintar tanque de agua servicio de pintado de tanque de agua del caserio,"pintor pintar tanque de agua servicio de pintado de tanque de agua del caserio , edad: 19 años , educación: secundaria incompleta , desempeño: obrero",237.0,7128,7129,0.5600501
2024,016701,026,11,02,2,mujer,48,3.0,primaria incompleta,,,9411,cocineros de comidas preparadas en la calle,PREPARADORA VENDEDORA DE MENUDENCIA DE POLLO A LA PARRILLA MAZAMORA TO,COMPRAR PREPARAR ATENDER CLENTE,5610,restaurantes y servicios móviles de alimentación,PREPARACION VENTA DE MENUDENCIA DE POLLO A LA PARRILLA MAZAMORRA EN PU,2.0,trabajador independiente,,<NA>,preparadora vendedora de menudencia de pollo a la parrilla mazamorra to,comprar preparar atender cliente,preparación venta de menudencia de pollo a la parrilla mazamorra en pu,preparadora vendedora de menudencia de pollo a la parrilla mazamorra to comprar preparar atender cliente preparación venta de menudencia de pollo a la parrilla mazamorra en pu,"preparadora vendedora de menudencia de pollo a la parrilla mazamorra to comprar preparar atender cliente preparación venta de menudencia de pollo a la parrilla mazamorra en pu , edad: 48 años , educación: primaria incompleta , desempeño: trabajador independiente",332.0,5120,9411,0.99468505
2021,017664,119,11,03,2,mujer,39,6.0,secundaria completa,,,5141,peluqueros,COSMETOLA,CORTAR PELO REALIZAR ONDULCIONES TINTURACIONES TEÑIDO DE CABELLO,9602,peluquería y otros tratamientos de belleza,SALON DE ESTETICA UNISEX,3.0,empleado,6.0,empresa o patrono privado,cosmetola,cortar pelo realizar ondulciones tinturaciones teñido de cabello,salón de estetica unisex,cosmetola cortar pelo realizar ondulciones tinturaciones teñido de cabello salón de estetica unisex,"cosmetola cortar pelo realizar ondulciones tinturaciones teñido de cabello salón de estetica unisex , edad: 39 años , educación: secundaria completa , desempeño: empleado",190.0,5142,5141,0.7167127
2024,016182,094,11,01,1,hombre,41,7.0,superior no universitaria incompleta,332175.0,turismo y hoteleria,5243,vendedores por teléfono,VENDEDOR DE LAMPARAS Y GRIFERIAS DE BAÑO,VENDER ATENDER COBRAR ENTREGAR MERCADERÍA,4752,"venta al por menor de artículos de ferretería, pinturas y productos de vidrio en almacenes especializados",VENTA POR MENOR DE LAMPARAS Y GRIFERIAS DE BAÑO EN SU VIVIENDA,2.0,trabajador independiente,,<NA>,vendedor de lamparas y griferias de baño,vender atender cobrar entregar mercadería,venta por menor de lamparas y griferias de baño en su vivienda,vendedor de lamparas y griferias de baño vender atender cobrar entregar mercadería venta por menor de lamparas y griferias de baño en su vivienda,"vendedor de lamparas y griferias de baño vender atender cobrar entregar mercadería venta por menor de lamparas y griferias de baño en su vivienda , edad: 41 años , educación: superior no universitaria incompleta , desempeño: trabajador independiente",200.0,5212,5243,0.9994048
2024,015536,018,11,03,1,hombre,15,5.0,secundaria incompleta,,,9333,peones de carga,AYUDANTE DE TRABAJADOR DE MUEBLES EN MELAMINA,TRASLADAR CARGAR MUEBLES,3100,fabricación de muebles,CONFECCION DE MUEBLES DE MELAMINA DENTRO DE LAS HABITACIONES DE SU VIV,5.0,trabajador familiar no remunerado,,<NA>,ayudante de trabajador de muebles en melamina,trasladar cargar muebles,confección de muebles de melamina dentro de las habitaciones de su viv,ayudante de trabajador de muebles en melamina trasladar cargar muebles confección de muebles de melamina dentro de las habitaciones de su viv,"ayudante de trabajador de muebles en melamina trasladar cargar muebles confección de muebles de melamina dentro de las habitaciones de su viv , edad: 15 años , educación: secundaria incompleta , desempeño: trabajador familiar no remunerado",330.0,9629,9333,0.97033846
2022,019728,041,11,02,2,mujer,46,5.0,secundaria incompleta,,,9524,vendedores ambulantes de animales vivos y productos pecuarios,VENDEDORA DE YOGURT,VENDER ENTREGAR PRODUCTO COBRAR DAR VUELTO A CLIENTE,4799,"otros tipos de venta al por menor no realizada en almacenes, puestos de venta o mercados",VENTA DE YOGURT POR MENOR EN FORMA AMBULATORIA,2.0,trabajador independiente,,<NA>,vendedora de yogurt,vender entregar producto cobrar dar vuelto a cliente,venta de yogurt por menor en forma ambulatoria,vendedora de yogurt vender entregar producto cobrar dar vuelto a cliente venta de yogurt por menor en forma ambulatoria,"vendedora de yogurt vender entregar producto cobrar dar vuelto a cliente venta de yogurt por menor en forma ambulatoria , edad: 46 años , educación: secundaria incompleta , desempeño: trabajador independiente",339.0,9511,9524,0.9916391
2020,017785,276,11,04,1,hombre,27,7.0,superior no universitaria incompleta,,,7126,instaladores de vidrio y cristaleros,OPERARIO DE MAQUINA CORTADORA DE LUNAS POLARIZADAS,MANEJAR MAQUINA CORTADORA DE LUNAS POLARIZADAS CORTAR LUNAS,4663,"venta al por mayor de materiales de construc., artículos de ferretería y equipo y materiales de fontanería y calefacción",VENTA DE LUNAS POLARIZADAS AL POR MAYOR EN TIENDA,4.0,obrero,6.0,empresa o patrono privado,operario de maquina cortadora de lunas polarizadas,manejar maquina cortadora de lunas polarizadas cortar lunas,venta de lunas polarizadas al por mayor en tienda,operario de maquina cortadora de lunas polarizadas manejar maquina cortadora de lunas polarizadas cortar lunas venta de lunas polarizadas al por mayor en tienda,"operario de maquina cortadora de lunas polarizadas manejar maquina cortadora de lunas polarizadas cortar lunas venta de lunas polarizadas al por mayor en tienda , edad: 27 años , educación: superior no universitaria incompleta , desempeño: obrero",234.0,9629,7126,0.15204392
2023,016558,093,11,02,1,hombre,32,5.0,secundaria incompleta,,,9612,clasificadores de desechos,SELECCIONADOR DE RESIDUO SOLIDO,SELECCIONAR RESIDUOS SÓLIDOS EN BOTADERO,3811,recolección de desechos no peligrosos,SERVICIO DE RECOLECCION Y SELECCION DE RESIDUO SOLIDO,4.0,obrero,6.0,empresa o patrono privado,seleccionador de residuo solido,seleccionar residuos sólidos en botadero,servicio de recoleccion y selección de residuo solido,seleccionador de residuo solido seleccionar residuos sólidos en botadero servicio de recoleccion y selección de residuo solido,"seleccionador de residuo solido seleccionar residuos sólidos en botadero servicio de recoleccion y selección de residuo solido , edad: 32 años , educación: secundaria incompleta , desempeño: obrero",350.0,9629,9612,0.4839693
2020,009265,004,11,02,2,mujer,50,11.0,maestria/doctorado,,,2412,analistas y asesores financieros y de inversiones,ESPECIALISTA EN FINANZAS,PROGRAMAR MODIFICAR CERTIFICAR  PRESUPUESTO,8412,"regulación de las act de organis que prestan serv salud, educ, cultur y otros serv sociales,excepto serv de segur social",UNIDAD GESTION EDUCATIVA LOCAL,3.0,empleado,2.0,administración pública,especialista en finanzas,programar modificar certificar presupuesto,unidad gestión educativa local,especialista en finanzas programar modificar certificar presupuesto unidad gestión educativa local,"especialista en finanzas programar modificar certificar presupuesto unidad gestión educativa local , edad: 50 años , educación: maestría o doctorado , desempeño: empleado",68.0,4311,2412,0.58217984
2022,015571,030,11,06,1,hombre,27,11.0,maestria/doctorado,331036.0,administración de empresas,4313,empleados encargados de las nóminas,ASISTENTE DE TESORERÍA,PAGO A PROVEEDORES CONTROL DE XAJAS CONSOLIDADO DE MOVIMIENTO BANCARIO,4630,"venta al por mayor de alimentos, bebidas y tabaco",TIENDA ABARROTES MENOR Y MAYOR,3.0,empleado,6.0,empresa o patrono privado,asistente de tesorería,pago a proveedores control de xajas consolidado de movimiento bancario,tienda abarrotes menor y mayor,asistente de tesorería pago a proveedores control de xajas consolidado de movimiento bancario tienda abarrotes menor y mayor,"asistente de tesorería pago a proveedores control de xajas consolidado de movimiento bancario tienda abarrotes menor y mayor , edad: 27 años , educación: maestría o doctorado , desempeño: empleado",174.0,4211,4313,0.92385304
2023,019875,029,11,02,2,mujer,50,6.0,secundaria completa,,,7352,"sastres, modistos, costureros y sombrereros",AYUDANTE DE CONFECCIONISTA,COSER CORTAR,1410,"fabricación de prendas de vestir, excepto prendas de peletería",SERVICIO DE CONFECCION DE ROPA AL POR MENOR EN TALLER,4.0,obrero,6.0,empresa o patrono privado,ayudante de confeccionista,coser cortar,servicio de confección de ropa al por menor en taller,ayudante de confeccionista coser cortar servicio de confección de ropa al por menor en taller,"ayudante de confeccionista coser cortar servicio de confección de ropa al por menor en taller , edad: 50 años , educación: secundaria completa , desempeño: obrero",260.0,7354,7352,0.9509768
2024,016812,142,11,03,1,hombre,34,5.0,secundaria incompleta,,,6111,agricultores y trabajadores calificados de cultivos extensivos,PRODUCTOR AGROPECUARIO,CULTIVAR MAIZ CALABAZA,0150,cultivo de productos agrícolas en combinación con la cría de animales (explotación mixta),CULTIVO DE MAIZ TRIGO CEBADA CRIANZA DE AVE DE CORRAL OVINO EQUINO,2.0,trabajador independiente,,<NA>,productor agropecuario,cultivar maíz calabaza,cultivo de maíz trigo cebada crianza de ave de corral ovino equino,productor agropecuario cultivar maíz calabaza cultivo de maíz trigo cebada crianza de ave de corral ovino equino,"productor agropecuario cultivar maíz calabaza cultivo de maíz trigo cebada crianza de ave de corral ovino equino , edad: 34 años , educación: secundaria incompleta , desempeño: trabajador independiente",212.0,6114,6111,0.9999745
2021,020253,087,11,05,2,mujer,22,8.0,superior no universitaria completa,331035.0,administración bancaria,3314,técnicos en administración,ASISTENTE DEL AREA DE GERENCIA Y PLANEAMIENTO,RECEPCIONAR A USUARIO LLAMADA TELEFONICAS  Y DERIVAR DOCUMENTOS,8411,actividades de la administración pública en general,GOBIERNO REGIONAL DE UCAYALI,3.0,empleado,2.0,administración pública,asistente del area de gerencia y planeamiento,recepcionar a usuario llamada telefónicas y derivar documentos,gobierno regional de ucayali,asistente del area de gerencia y planeamiento recepcionar a usuario llamada telefónicas y derivar documentos gobierno regional de ucayali,"asistente del area de gerencia y planeamiento recepcionar a usuario llamada telefónicas y derivar documentos gobierno regional de ucayali , edad: 22 años , educación: superior no universitaria completa , desempeño: empleado",129.0,4419,3314,0.92038035
2023,015035,180,11,01,1,hombre,43,6.0,secundaria completa,,,7111,albañiles y constructores de casas y grandes obras civiles,MAESTRO ALBAÑIL,ASENTAR LADRILLO DE PARED DE VIVIENDA,4100,construcción de edificios,CONSTRUCCION REPARACION DE VIVIENDA,2.0,trabajador independiente,,<NA>,maestro albañil,asentar ladrillo de pared de vivienda,construccion reparación de vivienda,maestro albañil asentar ladrillo de pared de vivienda construccion reparación de vivienda,"maestro albañil asentar ladrillo de pared de vivienda construccion reparación de vivienda , edad: 43 años , educación: secundaria completa , desempeño: trabajador independiente",226.0,7119,7111,0.93913525
